# age_gyr Z_sur Teff Log_g LogL_lsun Av feh initial_mass Label G G_BP G_RP RVS
0.01 0.014715023999999997 3546.2748273451407 4.226911382957835 -1.1518546028204475 0.0 -0.08 0.30485128320818977 0.00 8.40758 9.59228 7.33188 6.86768
0.01 0.014715024 3555.9612613167337 4.228001462679035 -1.1392831408087716 0.0 -0.08 0.3119931947557735 0.00 8.36835 9.54493 7.29624 6.83309
0.01 0.014715024000000002 3565.760957989952 4.228978256947594 -1.1264110399793252 0.0 -0.08 0.31925121289281655 0.00 8.32833 9.49675 7.25986 6.79785
0.01 0.014715023999999998 3575.246144645888 4.230120270748317 -1.1141116973517824 0.0 -0.08 0.3263158516164226 0.00 8.28998 9.45051 7.22503 6.76412
0.01 0.014715023999999997 3584.5305389867744 4.231306837770365 -1.1020680950635695 0.0 -0.08 0.33329913218728374 0.00 8.25244 9.40527 7.19093 6.73110
0.01 0.014715024 3593.4733074567866 4.2326797997994365 -1.090656024443012 0.0 -0.08 0.3400676368774413 0.00 8.21674 9.36217 7.15855 6.69975
0.01 0.014715023999999997 3602.3257238076803 4.234107109585029 -1.0794190304562372 0.0 -0.08 0.3467829896497343 0.00 8.18156 9.31966 7.12664 6.66886
0.01 0.014715024 3611.0524645831224 4.235638032344619 -1.0684756724937543 0.0 -0.08 0.3534030286655341 0.00 8.14721 9.27811 7.09551 6.63875
0.01 0.014715024 3619.63538222587 4.237283389176354 -1.0578597044482128 0.0 -0.08 0.3599159918040434 0.00 8.11379 9.23761 7.06526 6.60949
0.01 0.014715024 3628.1013515920276 4.238983297643978 -1.047440176554849 0.0 -0.08 0.36636803555795827 0.00 8.08096 9.19782 7.03555 6.58076
0.01 0.014715024 3636.370263314033 4.240811758689329 -1.0374188497770276 0.0 -0.08 0.3726871673772948 0.00 8.04929 9.15948 7.00698 6.55340
0.01 0.014715023999999998 3644.4702332509637 4.242720864720778 -1.0276849901367107 0.0 -0.08 0.3789123927524348 0.00 8.01847 9.12220 6.97924 6.52695
0.01 0.014715024 3652.28914482338 4.2447834501752055 -1.0184656934061365 0.0 -0.08 0.3849624727583124 0.00 7.98915 9.08665 6.95289 6.50185
0.01 0.014715024 3659.9258533033008 4.246947069592649 -1.0095803653620519 0.0 -0.08 0.39090170960618964 0.00 7.96080 9.05223 6.92744 6.47762
0.01 0.014715024 3667.2873333202488 4.249268797436853 -1.0012114728441799 0.0 -0.08 0.39666454669956164 0.00 7.93395 9.01952 6.90338 6.45474
0.01 0.014715023999999997 3676.050746820446 4.250649584527967 -0.9908068557786512 0.0 -0.08 0.4035826070332125 0.00 7.90108 8.97978 6.87379 6.42654
0.01 0.014715024 3686.0574415651813 4.2512203826968715 -0.9789535705871848 0.0 -0.08 0.4115298686066541 0.00 7.86376 8.93470 6.84018 6.39450
0.01 0.014715023999999998 3695.9858656059905 4.251781163283734 -0.9671719913522334 0.0 -0.08 0.4194439625319615 0.00 7.82670 8.88996 6.80679 6.36267
0.01 0.014715024000000002 3705.359488389104 4.252631217044475 -0.9563214754526315 0.0 -0.08 0.4269771161164617 0.00 7.79237 8.84839 6.77592 6.33328
0.01 0.014715024 3714.5500810994968 4.253591866965977 -0.9458175342675446 0.0 -0.08 0.4343665598254287 0.00 7.75905 8.80798 6.74599 6.30479
0.01 0.014715024 3723.307677184475 4.25477430283105 -0.9360341063487412 0.0 -0.08 0.4414608004881607 0.00 7.72794 8.77039 6.71816 6.27868
