# age_gyr Z_sur Teff Log_g LogL_lsun Av feh initial_mass Label G G_BP G_RP RVS
0.01 0.01834654 4050.5705921189483 4.28539652828938 -0.5836471022565889 0.0 0.03 0.7582869176019806 0.00 6.64253 7.49387 5.73729 5.36516
0.01 0.01834654 4080.900825971918 4.287676257663294 -0.5580197014589612 0.0 0.03 0.7840625603503912 0.00 6.55921 7.39361 5.66399 5.29926
0.01 0.01834654 4117.486703345012 4.288887675153019 -0.5276591669416545 0.0 0.03 0.8133421988807895 0.00 6.46008 7.27483 5.57688 5.22148
0.01 0.018346539999999998 4166.958356989241 4.288891529926559 -0.48732610296102896 0.0 0.03 0.8516376693137369 0.00 6.32823 7.11665 5.46113 5.11821
0.01 0.018346539999999998 4228.084316476709 4.2900674980454925 -0.43821550291759803 0.0 0.03 0.9005465635695393 0.00 6.16910 6.92642 5.32172 4.99439
0.01 0.018346539999999998 4265.074889388655 4.2870194443048515 -0.4101804197505527 0.0 0.03 0.9220839143006372 0.00 6.07732 6.81591 5.24183 4.92384
0.01 0.018346539999999998 4303.580284032392 4.285341318014487 -0.3812287807758759 0.0 0.03 0.9475671998249778 0.00 5.98341 6.70351 5.16003 4.85136
0.01 0.018346539999999998 4348.262327081662 4.2850700444050895 -0.34802991674752876 0.0 0.03 0.9803143359575053 0.00 5.87568 6.57462 5.06618 4.76820
0.01 0.018346539999999998 4420.2242018146835 4.28216755945336 -0.29862276806422666 0.0 0.03 1.0217013180091463 0.00 5.71411 6.38140 4.92599 4.64321
0.01 0.018346539999999998 4486.481805991819 4.278073020994962 -0.2550192915071219 0.0 0.03 1.0547083163180124 0.00 5.57188 6.21173 4.80277 4.53240
0.01 0.018346539999999998 4534.3494106600265 4.276150599462329 -0.22345412435356835 0.0 0.03 1.081781846021885 0.00 5.47088 6.09238 4.71493 4.45198
0.01 0.018346539999999998 4629.277447612474 4.2710272111147445 -0.16429363467504243 0.0 0.03 1.1277946699358044 0.00 5.28341 5.87120 4.55245 4.30215
0.01 0.01834654 4767.426993117261 4.261941439960709 -0.08182899479494912 0.0 0.03 1.1867953656978454 0.00 5.02778 5.57182 4.33102 4.09543
0.01 0.018346539999999998 4950.377841007085 4.243777006331808 0.02737670718765721 0.0 0.03 1.2593584457294404 0.00 4.70284 5.19761 4.04730 3.82814
0.01 0.01834654 5120.127188515791 4.221786465465842 0.12876336951166556 0.0 0.03 1.320813164449764 0.00 4.41086 4.86609 3.79023 3.58466
0.01 0.018346539999999998 5201.543643254925 4.207668209194398 0.17905839297457793 0.0 0.03 1.348064563969744 0.00 4.27000 4.70848 3.66480 3.46535
0.01 0.01834654 5271.858648305077 4.1950760664298885 0.22216654831286817 0.0 0.03 1.3704043242161208 0.00 4.15014 4.57470 3.55792 3.36367
0.01 0.01834654 5334.011433710289 4.183473309533353 0.26019121709239446 0.0 0.03 1.3892367709722644 0.00 4.04550 4.45823 3.46453 3.27483
0.01 0.018346539999999995 5386.6712177496365 4.17231989032107 0.2933331098202305 0.0 0.03 1.4048667829110932 0.00 3.95497 4.35779 3.38349 3.19764
0.01 0.018346539999999998 5428.654136566091 4.161146485616928 0.3217725776937684 0.0 0.03 1.4174797213215031 0.00 3.87842 4.27347 3.31454 3.13178
0.01 0.018346539999999998 5468.611799433837 4.150278349971859 0.3488643761933088 0.0 0.03 1.4291072364394424 0.00 3.80555 4.19328 3.24884 3.06899
0.01 0.018346539999999998 5506.474109807044 4.139687058921048 0.3746355650417485 0.0 0.03 1.4397665637906913 0.50 3.73665 4.11761 3.18660 3.00950
0.01 0.01834654 5542.584926880209 4.129327588425879 0.3993001061077829 0.0 0.03 1.4496121681836012 0.50 3.67169 4.04628 3.12801 2.95367
0.01 0.018346539999999998 5577.293324516567 4.119188484825261 0.4230315738970112 0.0 0.03 1.4587829091762918 0.50 3.60924 3.97776 3.07164 2.89995
0.01 0.01834654 5610.421661105113 4.109279131177928 0.44576017530354833 0.0 0.03 1.4672305143567232 0.50 3.54950 3.91227 3.01767 2.84850
0.01 0.018346539999999998 5642.509492502705 4.0995628851072885 0.4677590522696729 0.0 0.03 1.4751583825459014 0.50 3.49193 3.84904 2.96591 2.79924
0.01 0.018346539999999998 5673.460126254726 4.090052303903793 0.48898426825187563 0.0 0.03 1.4825401069136004 0.50 3.43656 3.78813 2.91625 2.75204
0.01 0.018346539999999998 5703.585705790437 4.080687560744611 0.5096377472021555 0.0 0.03 1.4895115775840224 0.50 3.38268 3.72890 2.86791 2.70609
0.01 0.018346539999999998 5732.807412502333 4.07147811802988 0.5296847602369178 0.0 0.03 1.4960530869016182 0.50 3.33039 3.67144 2.82097 2.66146
0.01 0.018346539999999998 5764.256805322169 4.061278573580592 0.5514369696724355 0.0 0.03 1.5030902840802594 0.50 3.27387 3.60946 2.77018 2.61311
0.01 0.01834654 5800.12231843437 4.0495510514331166 0.5761975734882099 0.0 0.03 1.5111454242909765 0.50 3.21002 3.53961 2.71280 2.55844
0.01 0.01834654 5836.210016599271 4.038089857989163 0.6006439263196717 0.0 0.03 1.5190306195036187 0.50 3.14700 3.47059 2.65624 2.50458
0.01 0.018346539999999998 5872.503382829754 4.027068380825525 0.6245763902924631 0.0 0.03 1.526671116543481 0.50 3.08529 3.40291 2.60099 2.45202
0.01 0.018346539999999998 5909.191621705124 4.016338458837034 0.6482294345063083 0.0 0.03 1.5341774682449767 0.50 3.02451 3.33610 2.54684 2.40061
0.01 0.01834654 5946.364112195708 4.006066265811568 0.6714487165650113 0.0 0.03 1.5415034924473245 0.50 2.96498 3.27050 2.49407 2.35061
0.01 0.018346539999999998 5984.08242662581 3.996134931698329 0.6943853620206765 0.0 0.03 1.5487140886561455 0.50 2.90614 3.20555 2.44202 2.30132
0.01 0.018346539999999998 6022.480549297568 3.9865203256619925 0.7171118073852232 0.0 0.03 1.5558513029197067 0.50 2.84777 3.14104 2.39050 2.25259
0.01 0.018346539999999998 6061.575747555295 3.9773940317346277 0.7394406481859872 0.0 0.03 1.5628513374541153 0.50 2.79104 3.07836 2.34066 2.20540
0.01 0.01834654 6101.441844018487 3.968711704508888 0.7614437914273158 0.0 0.03 1.5697480366142815 0.50 2.73520 3.01650 2.29181 2.15921
0.01 0.018346539999999998 6142.1704862353 3.9606681010714886 0.7829349776400085 0.0 0.03 1.5764912099524535 0.50 2.68065 2.95584 2.24440 2.11447
0.01 0.018346539999999998 6183.730724730608 3.952938928142343 0.80425765125797 0.0 0.03 1.5831939345119004 0.50 2.62667 2.89569 2.19770 2.07046
0.01 0.018346539999999998 6226.257491231787 3.9458825895351652 0.8250597470956731 0.0 0.03 1.5897576312581116 0.50 2.57417 2.83700 2.15266 2.02814
0.01 0.018346539999999998 6269.747127693875 3.9394766665665277 0.8453601537431601 0.0 0.03 1.596189254110338 0.50 2.52295 2.77947 2.10904 1.98724
0.01 0.018346539999999998 6313.6366015522835 3.934607949244626 0.8640509612108602 0.0 0.03 1.6024147005985943 0.50 2.47583 2.72605 2.06955 1.95044
0.01 0.018346539999999998 6357.509521736727 3.932353378634525 0.8798412439580344 0.0 0.03 1.6081345156680038 0.50 2.43640 2.68053 2.03773 1.92124
0.01 0.018346539999999998 6402.203584022906 3.930795226376876 0.8950381152721176 0.0 0.03 1.6137134360151564 0.50 2.39848 2.63647 2.00751 1.89361
0.01 0.01834654 6447.608150253521 3.9302089824042414 0.9093007322338138 0.0 0.03 1.6190298292190557 0.50 2.36294 2.59475 1.97972 1.86838
0.01 0.01834654 6493.6644185483765 3.930275688527818 0.922958387250169 0.0 0.03 1.624193481071798 0.50 2.32927 2.55502 1.95395 1.84521
0.01 0.018346539999999998 6540.470760350855 3.9309581964239295 0.9360828279297415 0.0 0.03 1.6292460525123207 1.00 2.29649 2.51661 1.92864 1.82236
0.01 0.018346539999999998 6587.594946006553 3.9329395375655523 0.9477839846907995 0.0 0.03 1.6338454777433884 1.00 2.26721 2.48179 1.90672 1.80287
0.01 0.01834654 6635.690336256392 3.9352454647767563 0.9593412893136933 0.0 0.03 1.6385032376905255 1.00 2.23842 2.44745 1.88542 1.78406
0.01 0.01834654 6684.172541428386 3.9384883125992007 0.9698943870722977 0.0 0.03 1.6428701946301516 1.00 2.21225 2.41578 1.86675 1.76789
0.01 0.01834654 6733.252577806858 3.942377895907442 0.9798282531140171 0.0 0.03 1.6471029603315401 1.00 2.18766 2.38566 1.84968 1.75331
0.01 0.018346539999999998 6782.785469181002 3.9469756283379915 0.9890296943489452 0.0 0.03 1.651153569781604 1.00 2.16512 2.35771 1.83472 1.74093
0.01 0.018346539999999998 6832.89937954427 3.9521848339990275 0.9976457663550872 0.0 0.03 1.6550940203141475 1.00 2.14434 2.33161 1.82162 1.73050
0.01 0.01834654 6883.4641733689605 3.957996175442109 1.005644576474385 0.0 0.03 1.6588998073466736 1.00 2.12513 2.30709 1.81008 1.72162
0.01 0.018346539999999995 6934.583305809511 3.964340897345562 1.0131329641160398 0.0 0.03 1.662621443089784 1.00 2.10729 2.28397 1.79995 1.71419
0.01 0.01834654 6986.250245949086 3.9712577369713506 1.0200687050022668 0.0 0.03 1.6662582089969897 1.00 2.09104 2.26249 1.79147 1.70849
0.01 0.01834654 7038.665014519667 3.97872767137527 1.0265355468652997 0.0 0.03 1.6698744898600715 1.00 2.07599 2.24219 1.78422 1.70403
0.01 0.01834654 7091.972072308028 3.986800149487328 1.0325273626088125 0.0 0.03 1.6735108141636266 1.00 2.06222 2.22317 1.77833 1.70098
0.01 0.01834654 7146.370664957598 3.995575226246051 1.0380043008971125 0.0 0.03 1.6772251044940014 1.00 2.04999 2.20571 1.77412 1.69972
0.01 0.018346539999999998 7202.0038834 4.005205769136119 1.0428650890563738 0.0 0.03 1.681099479951514 1.00 2.03935 2.18978 1.77159 1.70019
0.01 0.01834654 7258.506031805012 4.015808296964767 1.0469022577988376 0.0 0.03 1.6851411399957639 1.00 2.03097 2.17611 1.77140 1.70303
0.01 0.01834654 7315.658362748082 4.027549995141416 1.0499107753124666 0.0 0.03 1.6894159707436112 1.00 2.02563 2.16563 1.77437 1.70919
0.01 0.018346539999999998 7373.275381723037 4.040736189051694 1.0515669226783362 0.0 0.03 1.6940276526413132 1.00 2.02375 2.15862 1.78073 1.71870
0.01 0.018346539999999998 7430.044283451215 4.055669732587932 1.0512936241539323 0.0 0.03 1.6991036348623887 1.00 2.02683 2.15677 1.79183 1.73283
0.01 0.018346539999999998 7479.512772173054 4.071380806922712 1.0486174847865806 0.0 0.03 1.7051214008000888 1.00 2.03593 2.16169 1.80782 1.75142
0.01 0.018346539999999998 7516.820779669827 4.086636566804015 1.0434952289785244 0.0 0.03 1.7111235051057423 1.00 2.05068 2.17338 1.82762 1.77308
0.01 0.018346539999999998 7541.844994478197 4.100406292267364 1.0368608346782098 0.0 0.03 1.716609038302282 1.00 2.06870 2.18942 1.84890 1.79552
0.01 0.018346539999999998 7557.908035406341 4.112689711797025 1.0295116023564534 0.0 0.03 1.721596937737462 1.00 2.08812 2.20764 1.87030 1.81759
0.01 0.018346539999999998 7565.947924002335 4.123396112091574 1.0217637151729912 0.0 0.03 1.7260746447987507 1.00 2.10819 2.22718 1.89122 1.83875
0.01 0.018346539999999998 7569.852153134596 4.133179849035675 1.0139251154388058 0.0 0.03 1.7303002638861207 1.00 2.12829 2.24711 1.91160 1.85914
0.01 0.018346539999999998 7570.28343698065 4.142121467738715 1.0060826921004402 0.0 0.03 1.7343296223505664 1.00 2.14825 2.26718 1.93135 1.87873
0.01 0.01834654 7568.293373370206 4.150425395475501 0.9982946761585163 0.0 0.03 1.7382478150289884 1.00 2.16795 2.28720 1.95052 1.89761
0.01 0.018346539999999998 7564.071740904595 4.158104259055422 0.990597439359491 0.0 0.03 1.7420784714031963 1.00 2.18732 2.30707 1.96905 1.91574
0.01 0.018346539999999998 7558.274593998265 4.165263757915092 0.9830545080577492 0.0 0.03 1.7458992631906012 1.00 2.20622 2.32660 1.98690 1.93312
0.01 0.018346539999999998 7551.730305106593 4.172137478101813 0.9756360653312436 0.0 0.03 1.749766748550718 1.00 2.22477 2.34584 2.00431 1.95001
0.01 0.018346539999999998 7544.113965697147 4.178397048342351 0.9686362307945531 0.0 0.03 1.7538461778997525 1.00 2.24221 2.36405 2.02046 1.96560
0.01 0.01834654 7536.268515836781 4.184588333246988 0.9616536372632676 0.0 0.03 1.7579398599996632 1.00 2.25959 2.38223 2.03653 1.98110
0.01 0.01834654 7529.292959309036 4.190240314056113 0.9556005062376571 0.0 0.03 1.7628043005264682 1.00 2.27467 2.39800 2.05044 1.99449
0.01 0.01834654 7522.170652682885 4.195838226463695 0.9495750391461365 0.0 0.03 1.7677049090826031 1.00 2.28966 2.41372 2.06424 2.00778
0.01 0.018346539999999998 7520.880936073086 4.201042258752633 0.945860713339101 0.0 0.03 1.774906041534365 1.00 2.29909 2.42334 2.07333 2.01669
0.01 0.018346539999999998 7528.068468277485 4.205566859406466 0.9453970130935905 0.0 0.03 1.7845803512445693 1.00 2.30069 2.42439 2.07584 2.01951
0.01 0.018346539999999998 7560.268491527571 4.210470751423802 0.9521160676055658 0.0 0.03 1.8016208603451087 1.00 2.28531 2.40629 2.06495 2.01033
