# age_gyr Z_sur Teff Log_g LogL_lsun Av feh initial_mass Label G G_BP G_RP RVS
0.01 0.01772836 3502.4423994522663 4.210642933318729 -1.1598555468652962 0.0 0.02 0.30271915815831946 0.00 8.49931 9.75162 7.39540 6.93263
0.01 0.01772836 3512.1578008233596 4.211764805143363 -1.1472450391482845 0.0 0.02 0.30985890557051465 0.00 8.45995 9.70404 7.35941 6.89703
0.01 0.017728360000000002 3521.654958772359 4.212924144764476 -1.1348926074389394 0.0 0.02 0.3169188780397336 0.00 8.42141 9.65749 7.32416 6.86217
0.01 0.01772836 3530.794891385957 4.214305715011461 -1.1232518350490677 0.0 0.02 0.32373789658148244 0.00 8.38492 9.61327 7.29083 6.82922
0.01 0.01772836 3540.073034434408 4.2155524908976325 -1.1112430600161658 0.0 0.02 0.33069860558875674 0.00 8.34744 9.56799 7.25655 6.79532
0.01 0.01772836 3549.0376319310726 4.216983307074195 -1.0998373312044798 0.0 0.02 0.33745633112014883 0.00 8.31167 9.52466 7.22390 6.76307
0.01 0.017728360000000002 3557.820472586442 4.2184436066398305 -1.0886402474266634 0.0 0.02 0.34415055999108596 0.00 8.27635 9.48180 7.19187 6.73175
0.01 0.01772836 3566.267666532418 4.220089661079396 -1.0780667784090827 0.0 0.02 0.3506336597389693 0.00 8.24284 9.44104 7.16152 6.70209
0.01 0.01772836 3574.6692055872686 4.221757259799532 -1.0675662505066663 0.0 0.02 0.35710117487514653 0.00 8.20956 9.40056 7.13139 6.67264
0.01 0.01772836 3582.93614580807 4.223540211463526 -1.0573849415641496 0.0 0.02 0.3634654238135654 0.00 8.17718 9.36110 7.10210 6.64402
0.01 0.017728359999999995 3591.1172194297433 4.225425790771777 -1.047455699410647 0.0 0.02 0.36975071687495187 0.00 8.14550 9.32242 7.07348 6.61606
0.01 0.01772836 3599.1726348119655 4.227379065969829 -1.0377508903535897 0.0 0.02 0.37596632684053516 0.00 8.11449 9.28453 7.04547 6.58872
0.01 0.01772836 3607.07666428796 4.229433504548075 -1.028352954149584 0.0 0.02 0.3820826020617792 0.00 8.08436 9.24765 7.01829 6.56218
0.01 0.01772836 3614.8358471612546 4.231573158296441 -1.019227028566837 0.0 0.02 0.3881117498910749 0.00 8.05503 9.21169 6.99185 6.53638
0.01 0.01772836 3622.3276618361806 4.233863323153127 -1.01059758062383 0.0 0.02 0.39397302101212256 0.00 8.02714 9.17740 6.96676 6.51190
0.01 0.01772836 3629.6113374233387 4.236254220963718 -1.0023228236637565 0.0 0.02 0.39971670788602587 0.00 8.00029 9.14433 6.94263 6.48837
0.01 0.017728360000000002 3639.430453656255 4.237084545707904 -0.990902795600885 0.0 0.02 0.40743288066880595 0.00 7.96355 9.09934 6.90971 6.45665
0.01 0.017728360000000002 3649.4558434349474 4.237668862575076 -0.9790163464831677 0.0 0.02 0.41537016793947157 0.00 7.92550 9.05290 6.87557 6.42378
0.01 0.017728360000000002 3658.9969748999374 4.238508083526121 -0.9679527709760811 0.0 0.02 0.42297212583484833 0.00 7.88988 9.00929 6.84368 6.39310
0.01 0.017728359999999995 3668.4692418446284 4.239337109312859 -0.9569501343927752 0.0 0.02 0.4305465080973974 0.00 7.85450 8.96601 6.81198 6.36260
0.01 0.01772836 3677.4126585625436 4.240451335164091 -0.9468500871030651 0.0 0.02 0.4377535362140192 0.00 7.82178 8.92582 6.78274 6.33449
0.01 0.01772836 3686.1639341190894 4.241675658118888 -0.9371004844456218 0.0 0.02 0.4448165920420718 0.00 7.79010 8.88683 6.75446 6.30732
0.01 0.01772836 3694.462011631862 4.2431291416473575 -0.928097727268693 0.0 0.02 0.4515754423536824 0.00 7.76063 8.85044 6.72822 6.28213
0.01 0.01772836 3702.6922376903462 4.244499108440225 -0.9190300021680071 0.0 0.02 0.4583570379060384 0.00 7.73109 8.81405 6.70187 6.25683
0.01 0.01772836 3710.6327066422687 4.245956645882418 -0.9103478762106748 0.0 0.02 0.46497992936734434 0.00 7.70274 8.77911 6.67660 6.23257
0.01 0.01772836 3718.265328882861 4.2475901701792536 -0.9022070831481284 0.0 0.02 0.4713824502853704 0.00 7.67606 8.74622 6.65288 6.20996
0.01 0.01772836 3725.5539511869124 4.249415896785585 -0.894660463812726 0.0 0.02 0.4775432524927883 0.00 7.65124 8.71569 6.63089 6.18926
0.01 0.017728359999999995 3732.5876024739587 4.251358889308696 -0.8875156164535504 0.0 0.02 0.48353977966803907 0.00 7.62762 8.68657 6.61000 6.16962
0.01 0.01772836 3739.6633771091106 4.253230432279813 -0.8802348447312875 0.0 0.02 0.48958900348356393 0.00 7.60366 8.65709 6.58878 6.14964
0.01 0.01772836 3746.323088178494 4.255314120654799 -0.873632920224786 0.0 0.02 0.4953621319997411 0.00 7.58170 8.62994 6.56940 6.13144
0.01 0.01772836 3756.5104042594585 4.257708756972421 -0.8634108377260485 0.0 0.02 0.5042998629558864 0.00 7.54795 8.58833 6.53955 6.10339
0.01 0.01772836 3783.7217104686024 4.261386618975686 -0.8357983724926328 0.0 0.02 0.5279821855805695 0.00 7.45756 8.47727 6.45944 6.02802
0.01 0.01772836 3812.19131883781 4.265012698232244 -0.8068815929777992 0.0 0.02 0.5526355641025976 0.00 7.36355 8.36255 6.37598 5.94990
